"timestamp","category","item_name","quantity","image_url"
2025-06-10 14:01:26.962516,"Gear Stock","Watering Can","1","https://i.postimg.cc/3JPcnJgS/image.png"
2025-06-10 14:01:26.962516,"Gear Stock","Recall Wrench","1","https://i.postimg.cc/wvPFZrxm/image.png"
2025-06-10 14:01:26.962516,"Gear Stock","Favorite Tool","2","https://i.postimg.cc/ZK7qnhNq/image.png"
2025-06-10 14:01:26.962516,"Gear Stock","Harvest Tool","2","https://i.postimg.cc/pVD2DNKm/image.png"
2025-06-10 14:01:26.962516,"Egg Stock","Common Egg","1","https://i.postimg.cc/x81BptYT/image.png"
2025-06-10 14:01:26.962516,"Egg Stock","Uncommon Egg","1","https://i.postimg.cc/qq4gbmkF/image.png"
2025-06-10 14:01:26.962516,"Egg Stock","Common Egg","1","https://i.postimg.cc/x81BptYT/image.png"
2025-06-10 14:01:26.962516,"Honey Stock","Flower Seed Pack","1","https://i.postimg.cc/kMvysGm1/image.png"
2025-06-10 14:01:26.962516,"Honey Stock","Lavender","3","https://i.postimg.cc/gchVh3x4/image.png"
2025-06-10 14:01:26.962516,"Honey Stock","Nectarshade","3","https://i.postimg.cc/26KZWSDs/image.png"
2025-06-10 14:01:26.962516,"Honey Stock","Bee Egg","1","https://i.postimg.cc/jSdqfwSH/image.png"
2025-06-10 14:01:26.962516,"Honey Stock","Honey Comb","1","https://i.postimg.cc/XqJxFktM/image.png"
2025-06-10 14:01:26.962516,"Honey Stock","Honey Torch","1","https://i.postimg.cc/0Qt08JjV/image.png"
2025-06-10 14:01:26.962516,"Cosmetics Stock","Sign Crate","2","https://i.postimg.cc/W1W895nF/Sign-Crate.png"
2025-06-10 14:01:26.962516,"Cosmetics Stock","Red Tractor","1","https://i.postimg.cc/fRZ14qm8/Red-Tractor.png"
2025-06-10 14:01:26.962516,"Cosmetics Stock","Log","1","https://i.postimg.cc/wxLW6c6Z/Log.png"
2025-06-10 14:01:26.962516,"Cosmetics Stock","Small Circle Tile","5","https://i.postimg.cc/rwmCtSk8/Small-Circle-Tile.png"
2025-06-10 14:01:26.962516,"Cosmetics Stock","Hay Bale","1","https://i.postimg.cc/d1zS55Jm/Hay-Bale.png"
2025-06-10 14:01:26.962516,"Cosmetics Stock","Light On Ground","1","https://i.postimg.cc/15WDPfNb/Light-On-Ground.png"
2025-06-10 14:01:26.962516,"Cosmetics Stock","Curved Canopy","1","https://i.postimg.cc/hjhHyJTg/Curved-Canopy.png"
2025-06-10 14:01:26.962516,"Cosmetics Stock","Large Stone Pad","3","https://i.postimg.cc/jj2gKp54/Large-Stone-Pad.png"
2025-06-10 14:01:26.962516,"Cosmetics Stock","White Bench","1","https://i.postimg.cc/Qd9K3SDW/White-Bench.png"
2025-06-10 14:01:26.962516,"Night Stock","Twilight Crate","1","https://i.postimg.cc/tJ0T5Gwq/image.png"
2025-06-10 14:01:26.962516,"Night Stock","Star Caller","1","https://i.postimg.cc/3wsYMCB9/image.png"
2025-06-10 14:02:38.016499,"Seed Stock","Carrot","9","https://i.postimg.cc/qv5dVtkL/Carrot.png"
2025-06-10 14:02:38.016499,"Seed Stock","Strawberry","6","https://i.postimg.cc/FFymdsZr/Strawberry.png"
2025-06-10 14:02:38.016499,"Seed Stock","Tomato","2","https://i.postimg.cc/MGhxR6ZW/image.png"
2025-06-10 14:02:38.016499,"Seed Stock","Orange Tulip","21","https://i.postimg.cc/BQ3SM16P/Orange-Tulip.png"
2025-06-10 14:02:38.016499,"Seed Stock","Blueberry","1","https://i.postimg.cc/RV9SXZ7h/image.png"
2025-06-10 14:02:38.016499,"Gear Stock","Advanced Sprinkler","2","https://i.postimg.cc/ZKkcQ1nC/image.png"
2025-06-10 14:02:38.016499,"Gear Stock","Trowel","3","https://i.postimg.cc/43RjNNy7/image.png"
2025-06-10 14:02:38.016499,"Gear Stock","Watering Can","1","https://i.postimg.cc/3JPcnJgS/image.png"
2025-06-10 14:02:38.016499,"Gear Stock","Recall Wrench","1","https://i.postimg.cc/wvPFZrxm/image.png"
2025-06-10 14:02:38.016499,"Gear Stock","Favorite Tool","2","https://i.postimg.cc/ZK7qnhNq/image.png"
2025-06-10 14:02:38.016499,"Gear Stock","Harvest Tool","2","https://i.postimg.cc/pVD2DNKm/image.png"
2025-06-10 14:02:38.016499,"Egg Stock","Common Egg","1","https://i.postimg.cc/x81BptYT/image.png"
2025-06-10 14:02:38.016499,"Egg Stock","Uncommon Egg","1","https://i.postimg.cc/qq4gbmkF/image.png"
2025-06-10 14:02:38.016499,"Egg Stock","Common Egg","1","https://i.postimg.cc/x81BptYT/image.png"
2025-06-10 14:02:38.016499,"Honey Stock","Flower Seed Pack","1","https://i.postimg.cc/kMvysGm1/image.png"
2025-06-10 14:02:38.016499,"Honey Stock","Lavender","3","https://i.postimg.cc/gchVh3x4/image.png"
2025-06-10 14:02:38.016499,"Honey Stock","Nectarshade","3","https://i.postimg.cc/26KZWSDs/image.png"
2025-06-10 14:02:38.016499,"Honey Stock","Bee Egg","1","https://i.postimg.cc/jSdqfwSH/image.png"
2025-06-10 14:02:38.016499,"Honey Stock","Honey Comb","1","https://i.postimg.cc/XqJxFktM/image.png"
2025-06-10 14:02:38.016499,"Honey Stock","Honey Torch","1","https://i.postimg.cc/0Qt08JjV/image.png"
2025-06-10 14:02:38.016499,"Cosmetics Stock","Sign Crate","2","https://i.postimg.cc/W1W895nF/Sign-Crate.png"
2025-06-10 14:02:38.016499,"Cosmetics Stock","Red Tractor","1","https://i.postimg.cc/fRZ14qm8/Red-Tractor.png"
2025-06-10 14:02:38.016499,"Cosmetics Stock","Log","1","https://i.postimg.cc/wxLW6c6Z/Log.png"
2025-06-10 14:02:38.016499,"Cosmetics Stock","Small Circle Tile","5","https://i.postimg.cc/rwmCtSk8/Small-Circle-Tile.png"
2025-06-10 14:02:38.016499,"Cosmetics Stock","Hay Bale","1","https://i.postimg.cc/d1zS55Jm/Hay-Bale.png"
2025-06-10 14:02:38.016499,"Cosmetics Stock","Light On Ground","1","https://i.postimg.cc/15WDPfNb/Light-On-Ground.png"
2025-06-10 14:02:38.016499,"Cosmetics Stock","Curved Canopy","1","https://i.postimg.cc/hjhHyJTg/Curved-Canopy.png"
2025-06-10 14:02:38.016499,"Cosmetics Stock","Large Stone Pad","3","https://i.postimg.cc/jj2gKp54/Large-Stone-Pad.png"
2025-06-10 14:02:38.016499,"Cosmetics Stock","White Bench","1","https://i.postimg.cc/Qd9K3SDW/White-Bench.png"
2025-06-10 14:02:38.016499,"Night Stock","Twilight Crate","1","https://i.postimg.cc/tJ0T5Gwq/image.png"
2025-06-10 14:02:38.016499,"Night Stock","Star Caller","1","https://i.postimg.cc/3wsYMCB9/image.png"
2025-06-10 14:05:03.352633,"Seed Stock","Carrot","9","https://i.postimg.cc/qv5dVtkL/Carrot.png"
2025-06-10 14:05:03.352633,"Seed Stock","Strawberry","6","https://i.postimg.cc/FFymdsZr/Strawberry.png"
2025-06-10 14:05:03.352633,"Seed Stock","Tomato","2","https://i.postimg.cc/MGhxR6ZW/image.png"
2025-06-10 14:05:03.352633,"Seed Stock","Orange Tulip","21","https://i.postimg.cc/BQ3SM16P/Orange-Tulip.png"
2025-06-10 14:05:03.352633,"Seed Stock","Blueberry","1","https://i.postimg.cc/RV9SXZ7h/image.png"
2025-06-10 14:05:03.352633,"Gear Stock","Advanced Sprinkler","2","https://i.postimg.cc/ZKkcQ1nC/image.png"
2025-06-10 14:05:03.352633,"Gear Stock","Trowel","3","https://i.postimg.cc/43RjNNy7/image.png"
2025-06-10 14:05:03.352633,"Gear Stock","Watering Can","1","https://i.postimg.cc/3JPcnJgS/image.png"
2025-06-10 14:05:03.352633,"Gear Stock","Recall Wrench","1","https://i.postimg.cc/wvPFZrxm/image.png"
2025-06-10 14:05:03.352633,"Gear Stock","Favorite Tool","2","https://i.postimg.cc/ZK7qnhNq/image.png"
2025-06-10 14:05:03.352633,"Gear Stock","Harvest Tool","2","https://i.postimg.cc/pVD2DNKm/image.png"
2025-06-10 14:05:03.352633,"Egg Stock","Common Egg","1","https://i.postimg.cc/x81BptYT/image.png"
2025-06-10 14:05:03.352633,"Egg Stock","Uncommon Egg","1","https://i.postimg.cc/qq4gbmkF/image.png"
2025-06-10 14:05:03.352633,"Egg Stock","Common Egg","1","https://i.postimg.cc/x81BptYT/image.png"
2025-06-10 14:05:03.352633,"Honey Stock","Flower Seed Pack","1","https://i.postimg.cc/kMvysGm1/image.png"
2025-06-10 14:05:03.352633,"Honey Stock","Lavender","3","https://i.postimg.cc/gchVh3x4/image.png"
2025-06-10 14:05:03.352633,"Honey Stock","Nectarshade","3","https://i.postimg.cc/26KZWSDs/image.png"
2025-06-10 14:05:03.352633,"Honey Stock","Bee Egg","1","https://i.postimg.cc/jSdqfwSH/image.png"
2025-06-10 14:05:03.352633,"Honey Stock","Honey Comb","1","https://i.postimg.cc/XqJxFktM/image.png"
2025-06-10 14:05:03.352633,"Honey Stock","Honey Torch","1","https://i.postimg.cc/0Qt08JjV/image.png"
2025-06-10 14:05:03.352633,"Cosmetics Stock","Sign Crate","2","https://i.postimg.cc/W1W895nF/Sign-Crate.png"
2025-06-10 14:05:03.352633,"Cosmetics Stock","Red Tractor","1","https://i.postimg.cc/fRZ14qm8/Red-Tractor.png"
2025-06-10 14:05:03.352633,"Cosmetics Stock","Log","1","https://i.postimg.cc/wxLW6c6Z/Log.png"
2025-06-10 14:05:03.352633,"Cosmetics Stock","Small Circle Tile","5","https://i.postimg.cc/rwmCtSk8/Small-Circle-Tile.png"
2025-06-10 14:05:03.352633,"Cosmetics Stock","Hay Bale","1","https://i.postimg.cc/d1zS55Jm/Hay-Bale.png"
2025-06-10 14:05:03.352633,"Cosmetics Stock","Light On Ground","1","https://i.postimg.cc/15WDPfNb/Light-On-Ground.png"
2025-06-10 14:05:03.352633,"Cosmetics Stock","Curved Canopy","1","https://i.postimg.cc/hjhHyJTg/Curved-Canopy.png"
2025-06-10 14:05:03.352633,"Cosmetics Stock","Large Stone Pad","3","https://i.postimg.cc/jj2gKp54/Large-Stone-Pad.png"
2025-06-10 14:05:03.352633,"Cosmetics Stock","White Bench","1","https://i.postimg.cc/Qd9K3SDW/White-Bench.png"
2025-06-10 14:05:03.352633,"Night Stock","Twilight Crate","1","https://i.postimg.cc/tJ0T5Gwq/image.png"
2025-06-10 14:05:03.352633,"Night Stock","Star Caller","1","https://i.postimg.cc/3wsYMCB9/image.png"
2025-06-10 14:05:39.165211,"Seed Stock","Carrot","9","https://i.postimg.cc/qv5dVtkL/Carrot.png"
2025-06-10 14:05:39.165211,"Seed Stock","Strawberry","6","https://i.postimg.cc/FFymdsZr/Strawberry.png"
2025-06-10 14:05:39.165211,"Seed Stock","Tomato","2","https://i.postimg.cc/MGhxR6ZW/image.png"
2025-06-10 14:05:39.165211,"Seed Stock","Orange Tulip","21","https://i.postimg.cc/BQ3SM16P/Orange-Tulip.png"
2025-06-10 14:05:39.165211,"Seed Stock","Blueberry","1","https://i.postimg.cc/RV9SXZ7h/image.png"
2025-06-10 14:05:39.165211,"Gear Stock","Advanced Sprinkler","2","https://i.postimg.cc/ZKkcQ1nC/image.png"
2025-06-10 14:05:39.165211,"Gear Stock","Trowel","3","https://i.postimg.cc/43RjNNy7/image.png"
2025-06-10 14:05:39.165211,"Gear Stock","Watering Can","1","https://i.postimg.cc/3JPcnJgS/image.png"
2025-06-10 14:05:39.165211,"Gear Stock","Recall Wrench","1","https://i.postimg.cc/wvPFZrxm/image.png"
2025-06-10 14:05:39.165211,"Gear Stock","Favorite Tool","2","https://i.postimg.cc/ZK7qnhNq/image.png"
2025-06-10 14:05:39.165211,"Gear Stock","Harvest Tool","2","https://i.postimg.cc/pVD2DNKm/image.png"
2025-06-10 14:05:39.165211,"Egg Stock","Common Egg","1","https://i.postimg.cc/x81BptYT/image.png"
2025-06-10 14:05:39.165211,"Egg Stock","Uncommon Egg","1","https://i.postimg.cc/qq4gbmkF/image.png"
2025-06-10 14:05:39.165211,"Egg Stock","Common Egg","1","https://i.postimg.cc/x81BptYT/image.png"
2025-06-10 14:05:39.165211,"Honey Stock","Flower Seed Pack","1","https://i.postimg.cc/kMvysGm1/image.png"
2025-06-10 14:05:39.165211,"Honey Stock","Lavender","3","https://i.postimg.cc/gchVh3x4/image.png"
2025-06-10 14:05:39.165211,"Honey Stock","Nectarshade","3","https://i.postimg.cc/26KZWSDs/image.png"
2025-06-10 14:05:39.165211,"Honey Stock","Bee Egg","1","https://i.postimg.cc/jSdqfwSH/image.png"
2025-06-10 14:05:39.165211,"Honey Stock","Honey Comb","1","https://i.postimg.cc/XqJxFktM/image.png"
2025-06-10 14:05:39.165211,"Honey Stock","Honey Torch","1","https://i.postimg.cc/0Qt08JjV/image.png"
2025-06-10 14:05:39.165211,"Cosmetics Stock","Sign Crate","2","https://i.postimg.cc/W1W895nF/Sign-Crate.png"
2025-06-10 14:05:39.165211,"Cosmetics Stock","Red Tractor","1","https://i.postimg.cc/fRZ14qm8/Red-Tractor.png"
2025-06-10 14:05:39.165211,"Cosmetics Stock","Log","1","https://i.postimg.cc/wxLW6c6Z/Log.png"
2025-06-10 14:05:39.165211,"Cosmetics Stock","Small Circle Tile","5","https://i.postimg.cc/rwmCtSk8/Small-Circle-Tile.png"
2025-06-10 14:05:39.165211,"Cosmetics Stock","Hay Bale","1","https://i.postimg.cc/d1zS55Jm/Hay-Bale.png"
2025-06-10 14:05:39.165211,"Cosmetics Stock","Light On Ground","1","https://i.postimg.cc/15WDPfNb/Light-On-Ground.png"
2025-06-10 14:05:39.165211,"Cosmetics Stock","Curved Canopy","1","https://i.postimg.cc/hjhHyJTg/Curved-Canopy.png"
2025-06-10 14:05:39.165211,"Cosmetics Stock","Large Stone Pad","3","https://i.postimg.cc/jj2gKp54/Large-Stone-Pad.png"
2025-06-10 14:05:39.165211,"Cosmetics Stock","White Bench","1","https://i.postimg.cc/Qd9K3SDW/White-Bench.png"
2025-06-10 14:05:39.165211,"Night Stock","Twilight Crate","1","https://i.postimg.cc/tJ0T5Gwq/image.png"
2025-06-10 14:05:39.165211,"Night Stock","Star Caller","1","https://i.postimg.cc/3wsYMCB9/image.png"
2025-06-10 14:05:44.028766,"Seed Stock","Carrot","9","https://i.postimg.cc/qv5dVtkL/Carrot.png"
2025-06-10 14:05:44.028766,"Seed Stock","Strawberry","6","https://i.postimg.cc/FFymdsZr/Strawberry.png"
2025-06-10 14:05:44.028766,"Seed Stock","Tomato","2","https://i.postimg.cc/MGhxR6ZW/image.png"
2025-06-10 14:05:44.028766,"Seed Stock","Orange Tulip","21","https://i.postimg.cc/BQ3SM16P/Orange-Tulip.png"
2025-06-10 14:05:44.028766,"Seed Stock","Blueberry","1","https://i.postimg.cc/RV9SXZ7h/image.png"
2025-06-10 14:05:44.028766,"Gear Stock","Advanced Sprinkler","2","https://i.postimg.cc/ZKkcQ1nC/image.png"
